student_id,major,gpa,taken_subjects,interests
SV11301,Khoa học máy tính,8.7,"Lập trình Java, Hệ thống phân tán, Trí tuệ nhân tạo, Quản lý dự án CNTT, Giải tích, Internet of Things, Học máy, Lập trình web nâng cao, Machine Learning với TensorFlow, Lập trình C/C++, Cơ sở dữ liệu, Giáo dục thể chất, Lập trình di động iOS/Android, Tư tưởng Hồ Chí Minh, Phát triển ứng dụng di động, Thiết kế giao diện người dùng, Tiếng Anh chuyên ngành, Lập trình hướng đối tượng, Lập trình Python, Kiểm thử phần mềm, Cyber Security nâng cao","Phân tích dữ liệu, Phát triển ứng dụng di động"
SV11302,Ngôn ngữ Nhật,7.5,"Tiếng Anh chuyên ngành, Giáo dục thể chất, Kỹ năng nghe nói tiếng Nhật, Tư duy logic và giải quyết vấn đề, Tư tưởng Hồ Chí Minh, Ngữ âm học tiếng Nhật, Giải tích, Giáo dục quốc phòng - An ninh, Triết học Mác-Lênin, Dịch Nhật-Việt, Kanji, Xác suất thống kê, Tiếng Nhật kinh doanh, Tiếng Nhật cho du lịch",Đầu tư
SV11303,Blockchain và Tiền mã hóa,6.9,"Tư duy logic và giải quyết vấn đề, Kỹ năng mềm, Quản lý dự án CNTT, Hệ điều hành, Kiểm thử phần mềm, Toán cao cấp, Xác suất thống kê, Tiếng Anh chuyên ngành, An ninh mạng cơ bản, Học sâu, Mạng máy tính, Xử lý ngôn ngữ tự nhiên, Giải tích, Giáo dục quốc phòng - An ninh, Thị giác máy tính, Lập trình Python, Cyber Security nâng cao, Phân tích và thiết kế hệ thống, Phát triển ứng dụng web, Kỹ thuật phần mềm nâng cao, Tư tưởng Hồ Chí Minh, Phát triển game, Internet of Things, Hệ thống nhúng, Tin học cơ bản, Lập trình C/C++","Phát triển ứng dụng di động, Internet of Things, Lập trình, Machine Learning"
SV11304,Quản trị khách sạn,8.2,"Kế toán tài chính, Tin học cơ bản, Kinh tế vĩ mô, Môn tự chọn 6, Tài chính quốc tế, Môn tự chọn 5, Kỹ năng mềm, Kế toán quản trị, Môn tự chọn 3, Logistics, Xác suất thống kê, Giáo dục quốc phòng - An ninh, Kinh tế phát triển, Triết học Mác-Lênin, Tài chính doanh nghiệp, Kinh tế lượng, Môn tự chọn 7, Chuỗi cung ứng, Quản trị nhân sự, Quản trị chiến lược, Môn tự chọn 1, Giáo dục thể chất, Giải tích, Marketing cơ bản, Toán cao cấp, Kinh tế quốc tế, Quản trị kinh doanh, Thương mại điện tử, Tiếng Anh chuyên ngành, Kinh tế vi mô, Ngân hàng thương mại, Môn tự chọn 2, Tư tưởng Hồ Chí Minh, Môn tự chọn 4, Tư duy logic và giải quyết vấn đề, Marketing số","Đầu tư, Fintech, Quản trị dự án, Thương mại điện tử"
SV11305,Thiết kế thời trang,6.8,"Kỹ năng mềm, Giáo dục thể chất, Tiếng Anh chuyên ngành, Môn tự chọn 10, Môn tự chọn 12, Tư tưởng Hồ Chí Minh, Môn tự chọn 1, Môn tự chọn 9, Môn tự chọn 5, Môn tự chọn 17, Môn tự chọn 4, Môn tự chọn 6, Môn tự chọn 11, Xác suất thống kê, Môn tự chọn 8, Môn tự chọn 3, Môn tự chọn 7, Môn tự chọn 2, Toán cao cấp, Giáo dục quốc phòng - An ninh, Môn tự chọn 14, Giải tích, Môn tự chọn 13, Môn tự chọn 15, Tin học cơ bản, Tư duy logic và giải quyết vấn đề, Môn tự chọn 16, Triết học Mác-Lênin","Thơ ca, Thiền"
SV11306,Kỹ thuật máy tính,7.7,"Triết học Mác-Lênin, Điện tử năng lượng, Giáo dục quốc phòng - An ninh, Tiếng Anh chuyên ngành, Tư tưởng Hồ Chí Minh, Điện tử công suất, Toán cao cấp, Tư duy logic và giải quyết vấn đề, Anten và sóng điện từ, Hệ thống điều khiển tự động, Truyền thông quang, Điện tử cơ bản, Giáo dục thể chất","Blockchain, Game Development"
SV11307,Marketing,7.7,"Môn tự chọn 6, Tài chính quốc tế, Môn tự chọn 1, Giáo dục thể chất, Ngân hàng thương mại, Môn tự chọn 4, Kinh tế quốc tế, Môn tự chọn 2, Kinh tế vi mô, Kế toán tài chính, Kinh tế phát triển, Quản trị nhân sự, Kỹ năng mềm, Môn tự chọn 3, Marketing cơ bản, Kinh tế lượng, Tư tưởng Hồ Chí Minh, Chuỗi cung ứng, Kế toán quản trị, Tin học cơ bản, Môn tự chọn 5, Tài chính doanh nghiệp, Quản trị kinh doanh, Giải tích, Giáo dục quốc phòng - An ninh, Triết học Mác-Lênin, Toán cao cấp, Tư duy logic và giải quyết vấn đề, Kinh tế vĩ mô, Marketing số, Logistics, Quản trị chiến lược, Xác suất thống kê, Tiếng Anh chuyên ngành, Thương mại điện tử","Fintech, Đầu tư"
SV11308,Thiết kế đồ họa,8.8,"Môn tự chọn 8, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Giải tích, Kỹ năng mềm, Môn tự chọn 6, Toán cao cấp, Môn tự chọn 4, Môn tự chọn 9, Môn tự chọn 12, Môn tự chọn 3, Giáo dục quốc phòng - An ninh, Môn tự chọn 10, Môn tự chọn 7, Môn tự chọn 11, Xác suất thống kê, Tư duy logic và giải quyết vấn đề, Môn tự chọn 2, Môn tự chọn 13, Giáo dục thể chất, Môn tự chọn 5, Tin học cơ bản, Tiếng Anh chuyên ngành, Môn tự chọn 1","Thiền, Ẩm thực"
SV11309,Kế toán,8.2,"Toán cao cấp, Tư tưởng Hồ Chí Minh, Kế toán quản trị, Tư duy logic và giải quyết vấn đề, Tin học cơ bản, Marketing số, Quản trị chiến lược, Môn tự chọn 4, Môn tự chọn 9, Giải tích, Tài chính doanh nghiệp, Marketing cơ bản, Quản trị nhân sự, Logistics, Giáo dục quốc phòng - An ninh, Môn tự chọn 6, Môn tự chọn 7, Giáo dục thể chất, Xác suất thống kê, Quản trị kinh doanh, Môn tự chọn 2, Kinh tế vĩ mô, Kỹ năng mềm, Ngân hàng thương mại, Kinh tế phát triển, Kế toán tài chính, Triết học Mác-Lênin, Thương mại điện tử, Môn tự chọn 8, Môn tự chọn 10, Tiếng Anh chuyên ngành, Kinh tế quốc tế, Môn tự chọn 1, Môn tự chọn 5, Chuỗi cung ứng, Tài chính quốc tế, Kinh tế vi mô, Môn tự chọn 3, Kinh tế lượng, Môn tự chọn 11","Thương mại điện tử, Marketing số, Bán hàng, Du lịch khám phá"
SV11310,Kỹ thuật điện,7.7,"Đo lường điện tử, Giải tích, Hệ thống điện tử nhúng, Điện tử cơ bản, Tư tưởng Hồ Chí Minh, Điện tử công suất, Kỹ thuật vi mạch, Điện tử số, Giáo dục quốc phòng - An ninh, Hệ thống điều khiển tự động, Mạng viễn thông, Xác suất thống kê, Giáo dục thể chất, Toán cao cấp, Điện tử viễn thông, Anten và sóng điện từ, Triết học Mác-Lênin, Tư duy logic và giải quyết vấn đề, Tiếng Anh chuyên ngành, Xử lý tín hiệu số, Hệ thống nhúng nâng cao, Mạng không dây, Kỹ năng mềm","Machine Learning, Phân tích dữ liệu, Game Development, Thiết kế UI/UX"
SV11311,Ngôn ngữ Nhật,8.5,"Xác suất thống kê, Giáo dục thể chất, Tin học cơ bản, Văn hóa Nhật Bản, Tiếng Anh chuyên ngành, Hiragana & Katakana, Kanji, Kỹ năng nghe nói tiếng Nhật, Tiếng Nhật cho du lịch, Tiếng Nhật kinh doanh, Dịch Nhật-Việt, Tư tưởng Hồ Chí Minh","Âm nhạc, Nhiếp ảnh, Thiền, Yoga, Đầu tư"
SV11312,Kỹ thuật cơ khí,9.1,"Cơ học kỹ thuật, Cơ khí chính xác, Kỹ năng mềm, Cơ học vật liệu, Động lực học máy, Cơ điện tử, Robot công nghiệp, Toán cao cấp, Kỹ thuật gia công, Cơ khí chế tạo, Tư tưởng Hồ Chí Minh, Sản xuất tự động, Kỹ thuật nhiệt, Giáo dục thể chất, Giải tích, Giáo dục quốc phòng - An ninh, Triết học Mác-Lênin, Kỹ thuật hàn, Tiếng Anh chuyên ngành, Kỹ thuật sản xuất, Tin học cơ bản, Thiết kế CAD/CAM, Xác suất thống kê, Tư duy logic và giải quyết vấn đề","Robot học, Internet of Things, Big Data, Blockchain, Lập trình"
SV11313,Kế toán,8.3,"Quản trị chiến lược, Kinh tế vi mô, Giải tích, Quản trị kinh doanh, Kinh tế quốc tế, Giáo dục quốc phòng - An ninh, Toán cao cấp, Kinh tế vĩ mô, Quản trị nhân sự, Thương mại điện tử, Chuỗi cung ứng, Kế toán quản trị, Xác suất thống kê, Marketing cơ bản, Kinh tế lượng, Triết học Mác-Lênin, Tin học cơ bản, Kỹ năng mềm, Kinh tế phát triển, Marketing số, Tiếng Anh chuyên ngành, Tư tưởng Hồ Chí Minh, Tư duy logic và giải quyết vấn đề, Tài chính quốc tế, Tài chính doanh nghiệp, Kế toán tài chính, Ngân hàng thương mại","Thương mại điện tử, Kinh doanh quốc tế, Quản trị dự án, Fintech"
SV11314,Trí tuệ nhân tạo và Học máy,7.7,"An toàn thông tin, Cơ sở dữ liệu, Phát triển ứng dụng di động, Phân tích và thiết kế hệ thống, Phát triển game, Lập trình di động iOS/Android, Lập trình web nâng cao, Thiết kế giao diện người dùng, Toán cao cấp, Phát triển ứng dụng web, Machine Learning với TensorFlow, Giải tích, Mạng máy tính, Lập trình Python, DevOps và CI/CD, Học máy, Trí tuệ nhân tạo, Xác suất thống kê, Lập trình C/C++, Blockchain cơ bản, Quản lý dự án CNTT, Học sâu, Phát triển phần mềm doanh nghiệp, Hệ thống nhúng, Kỹ năng mềm, Lập trình hướng đối tượng, Cấu trúc dữ liệu và Giải thuật, Mật mã học, Triết học Mác-Lênin, Hệ điều hành, Big Data và Hadoop, Tư tưởng Hồ Chí Minh, Internet of Things, Giáo dục quốc phòng - An ninh, Tiếng Anh chuyên ngành, Thị giác máy tính","Phát triển ứng dụng di động, Phân tích dữ liệu, Machine Learning, Cyber Security, Khoa học dữ liệu"
SV11315,Kinh tế,6.4,"Kế toán quản trị, Kinh tế lượng, Tư tưởng Hồ Chí Minh, Kinh tế vi mô, Giáo dục thể chất, Tài chính doanh nghiệp, Môn tự chọn 1, Xác suất thống kê, Chuỗi cung ứng, Kinh tế vĩ mô, Môn tự chọn 2, Kỹ năng mềm, Kế toán tài chính, Quản trị kinh doanh, Thương mại điện tử, Quản trị nhân sự, Kinh tế phát triển, Marketing cơ bản, Giải tích, Kinh tế quốc tế, Logistics, Marketing số, Môn tự chọn 3, Ngân hàng thương mại, Tiếng Anh chuyên ngành, Quản trị chiến lược, Triết học Mác-Lênin, Giáo dục quốc phòng - An ninh, Toán cao cấp, Tin học cơ bản, Tư duy logic và giải quyết vấn đề, Môn tự chọn 4, Tài chính quốc tế","Đầu tư, Fintech, Marketing số, Bán hàng"
SV11316,Y khoa,6.6,"Sinh lý học, Bệnh học ngoại khoa, Y học cổ truyền, Toán cao cấp, Miễn dịch học, Tin học cơ bản, Vi sinh y học, Giáo dục quốc phòng - An ninh, Giải tích, Xác suất thống kê, Triết học Mác-Lênin, Bệnh học nội khoa, Y học dự phòng, Tư duy logic và giải quyết vấn đề, Dược lý học, Tư tưởng Hồ Chí Minh, Kỹ năng mềm, Dược lý lâm sàng, Tiếng Anh chuyên ngành, Hóa sinh y học, Giải phẫu học, Giáo dục thể chất, Dược lâm sàng","Big Data, Kể chuyện, Internet of Things"
SV11317,Marketing,7.4,"Quản trị nhân sự, Logistics, Thương mại điện tử, Marketing cơ bản, Triết học Mác-Lênin, Quản trị kinh doanh, Xác suất thống kê, Quản trị chiến lược, Tài chính doanh nghiệp, Ngân hàng thương mại, Tin học cơ bản, Kế toán tài chính, Tài chính quốc tế, Giáo dục thể chất, Giáo dục quốc phòng - An ninh, Giải tích, Kinh tế vi mô, Kỹ năng mềm, Kế toán quản trị, Tiếng Anh chuyên ngành, Tư tưởng Hồ Chí Minh, Kinh tế vĩ mô, Tư duy logic và giải quyết vấn đề, Kinh tế phát triển, Marketing số","Bán hàng, Thương mại điện tử, Đầu tư, Khởi nghiệp"
SV11318,Kỹ thuật y sinh,7.1,"Tư duy logic và giải quyết vấn đề, Giáo dục quốc phòng - An ninh, Kỹ thuật tế bào, Triết học Mác-Lênin, Vật liệu sinh học, Thiết bị y tế, Tiếng Anh chuyên ngành, Công nghệ gen, Công nghệ nano y sinh, Tư tưởng Hồ Chí Minh, Hình ảnh y khoa","Phát triển web, DevOps, Robot học, Phát triển ứng dụng di động, Thiết kế UI/UX"
SV11319,Ngôn ngữ Hàn Quốc,7.5,"Văn hóa Hàn Quốc, Môn tự chọn 2, Xác suất thống kê, Môn tự chọn 9, Giáo dục quốc phòng - An ninh, Môn tự chọn 11, Tiếng Anh chuyên ngành, Môn tự chọn 10, Giáo dục thể chất, Môn tự chọn 17, Môn tự chọn 5, Môn tự chọn 19, Tư duy logic và giải quyết vấn đề, Môn tự chọn 4, Môn tự chọn 13, Giải tích, Tiếng Hàn thương mại, Lịch sử Hàn Quốc, Toán cao cấp, Ngữ pháp tiếng Hàn, Triết học Mác-Lênin, Kỹ năng nghe nói tiếng Hàn, Môn tự chọn 7, Môn tự chọn 14, Ngữ âm học tiếng Hàn, Môn tự chọn 16, Môn tự chọn 8, Hangeul, Từ vựng tiếng Hàn, Môn tự chọn 6, K-pop và văn hóa đại chúng Hàn, Dịch Hàn-Việt, Tư tưởng Hồ Chí Minh, Kỹ năng mềm, Môn tự chọn 1, Môn tự chọn 18, Môn tự chọn 12, Môn tự chọn 15, Môn tự chọn 3, Tin học cơ bản","Ẩm thực, Marketing số, Kinh doanh quốc tế"
SV11320,Tài chính - Ngân hàng,7.8,"Kinh tế lượng, Quản trị kinh doanh, Tài chính doanh nghiệp, Tư tưởng Hồ Chí Minh, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Ngân hàng thương mại, Kế toán quản trị, Tài chính quốc tế, Logistics, Chuỗi cung ứng, Giáo dục thể chất, Tin học cơ bản, Kinh tế phát triển, Thương mại điện tử","Đầu tư, Trí tuệ nhân tạo"
SV11321,Kinh tế,8.2,"Thương mại điện tử, Marketing số, Quản trị nhân sự, Kinh tế vĩ mô, Kinh tế quốc tế, Tư duy logic và giải quyết vấn đề, Kinh tế phát triển, Tin học cơ bản, Kinh tế vi mô, Triết học Mác-Lênin, Tài chính quốc tế, Quản trị kinh doanh, Tài chính doanh nghiệp","Bán hàng, Quản trị dự án"
SV11322,Luật,7.6,"Kỹ năng mềm, Phát triển phần mềm doanh nghiệp, Thiết kế giao diện người dùng, Tư tưởng Hồ Chí Minh, Lập trình web nâng cao, Cyber Security nâng cao, Tiếng Anh chuyên ngành, Mạng máy tính, Giải tích, Phát triển game, Hệ thống phân tán, Lập trình C/C++, Tin học cơ bản, Kiểm thử phần mềm, Quản lý dự án CNTT, Phát triển ứng dụng web, Lập trình hướng đối tượng, Kỹ thuật phần mềm nâng cao, Hệ điều hành, Lập trình Java, Phân tích và thiết kế hệ thống, Lập trình di động iOS/Android, Internet of Things, Xử lý ngôn ngữ tự nhiên, Thị giác máy tính, Cơ sở dữ liệu, Triết học Mác-Lênin, Phát triển ứng dụng di động, Hệ thống nhúng, Trí tuệ nhân tạo, Big Data và Hadoop, Blockchain cơ bản, Lập trình Python, Toán cao cấp, Giáo dục thể chất, DevOps và CI/CD, Học sâu, An toàn thông tin, Cấu trúc dữ liệu và Giải thuật","Cloud Computing, Phát triển ứng dụng di động, Cyber Security"
SV11323,Ngôn ngữ Hàn Quốc,8.2,"Giải tích, Lịch sử Hàn Quốc, Giáo dục quốc phòng - An ninh, Môn tự chọn 3, Môn tự chọn 11, Môn tự chọn 5, Hangeul, Tin học cơ bản, Giáo dục thể chất, Ngữ pháp tiếng Hàn, Môn tự chọn 2, Tiếng Hàn thương mại, Dịch Hàn-Việt, Ngữ âm học tiếng Hàn, Tư tưởng Hồ Chí Minh, Môn tự chọn 12, Môn tự chọn 4, Tiếng Anh chuyên ngành, Môn tự chọn 8, Môn tự chọn 7, Tư duy logic và giải quyết vấn đề, Triết học Mác-Lênin, Môn tự chọn 9, Môn tự chọn 10, Văn hóa Hàn Quốc, Toán cao cấp, Xác suất thống kê, Môn tự chọn 6, Môn tự chọn 1, Từ vựng tiếng Hàn, K-pop và văn hóa đại chúng Hàn, Kỹ năng nghe nói tiếng Hàn, Kỹ năng mềm","Diễn thuyết, Fintech, Chơi nhạc cụ, Internet of Things, Quản trị dự án"
SV11324,Điều dưỡng,7.8,"Giáo dục quốc phòng - An ninh, Sinh lý học, Bệnh học nội khoa, Dinh dưỡng học, Tư duy logic và giải quyết vấn đề, Y học dự phòng, Bệnh học ngoại khoa, Dược lý học, Y học cổ truyền, Tư tưởng Hồ Chí Minh, Bệnh học truyền nhiễm, Giải tích, Kỹ năng mềm, Dược lý lâm sàng, Xác suất thống kê, Vi sinh y học, Giáo dục thể chất, Miễn dịch học, Giải phẫu học, Triết học Mác-Lênin","Khởi nghiệp, Phân tích dữ liệu"
SV11325,Kỹ thuật máy tính,5.7,"Điện tử số, Mạng không dây, Tư duy logic và giải quyết vấn đề, Kỹ thuật vi mạch, Môn tự chọn 3, Xác suất thống kê, Điện tử công suất, Anten và sóng điện từ, Điện tử năng lượng, Giáo dục thể chất, Đo lường điện tử, Truyền thông vô tuyến, Tin học cơ bản, Truyền thông quang, Điện tử cơ bản, Môn tự chọn 6, Giải tích, Môn tự chọn 2, Triết học Mác-Lênin, Giáo dục quốc phòng - An ninh, Tư tưởng Hồ Chí Minh, Môn tự chọn 8, Mạng viễn thông, Toán cao cấp, Hệ thống điện tử nhúng, Điện tử viễn thông, Môn tự chọn 5, Môn tự chọn 7, Kỹ thuật radar, Xử lý tín hiệu số, Hệ thống điều khiển tự động, Hệ thống nhúng nâng cao, Môn tự chọn 4, Truyền thông số, Tiếng Anh chuyên ngành, Môn tự chọn 1, Kỹ năng mềm","Blockchain, Phát triển ứng dụng di động, Machine Learning, Phát triển web, Phân tích dữ liệu"
SV11326,Kỹ thuật máy tính,6.8,"Anten và sóng điện từ, Hệ thống điện tử nhúng, Môn tự chọn 5, Mạng viễn thông, Điện tử viễn thông, Truyền thông số, Giáo dục thể chất, Kỹ thuật vi mạch, Xử lý tín hiệu số, Tiếng Anh chuyên ngành, Triết học Mác-Lênin, Môn tự chọn 2, Truyền thông quang, Tin học cơ bản, Tư tưởng Hồ Chí Minh, Giải tích, Kỹ năng mềm, Môn tự chọn 9, Môn tự chọn 7, Kỹ thuật radar, Môn tự chọn 4, Giáo dục quốc phòng - An ninh, Môn tự chọn 1, Điện tử năng lượng, Truyền thông vô tuyến, Môn tự chọn 8, Toán cao cấp, Hệ thống nhúng nâng cao, Mạng không dây, Điện tử công suất, Đo lường điện tử, Xác suất thống kê, Môn tự chọn 6, Môn tự chọn 3, Hệ thống điều khiển tự động, Điện tử số, Điện tử cơ bản, Môn tự chọn 10, Tư duy logic và giải quyết vấn đề","Blockchain, Machine Learning, Phân tích dữ liệu"
SV11327,Tài chính - Ngân hàng,7.6,"Kinh tế vĩ mô, Chuỗi cung ứng, Triết học Mác-Lênin, Kế toán tài chính, Kinh tế vi mô, Tài chính doanh nghiệp, Giáo dục thể chất, Thương mại điện tử, Giải tích, Kinh tế quốc tế, Logistics, Toán cao cấp, Kỹ năng mềm, Kế toán quản trị, Kinh tế phát triển, Marketing cơ bản, Marketing số, Quản trị chiến lược, Ngân hàng thương mại, Tin học cơ bản, Xác suất thống kê, Kinh tế lượng, Tài chính quốc tế, Quản trị nhân sự, Tư tưởng Hồ Chí Minh, Tư duy logic và giải quyết vấn đề, Quản trị kinh doanh","Du lịch khám phá, Marketing số, Khởi nghiệp, Thương mại điện tử, Quản trị dự án"
SV11328,Điều dưỡng,6.5,"Giáo dục quốc phòng - An ninh, Dược lý học, Y học dự phòng, Dinh dưỡng học, Sinh lý học, Tư tưởng Hồ Chí Minh, Giải phẫu học, Kỹ năng mềm, Dược lý lâm sàng, Bệnh học nội khoa, Y học cổ truyền, Hóa sinh y học, Bệnh học truyền nhiễm, Bệnh học ngoại khoa, Xác suất thống kê, Giải tích, Miễn dịch học, Tiếng Anh chuyên ngành, Vi sinh y học","Quản trị dự án, Cyber Security, Khởi nghiệp, Marketing số, Phân tích dữ liệu"
SV11329,Truyền thông đa phương tiện,8.3,"Cấu trúc dữ liệu và Giải thuật, Phát triển ứng dụng di động, Blockchain cơ bản, Mạng máy tính, Cơ sở dữ liệu, Tin học cơ bản, Big Data và Hadoop, Giáo dục thể chất, Cloud Computing - AWS/Azure, Lập trình Java, Tiếng Anh chuyên ngành, Tư duy logic và giải quyết vấn đề, Kỹ thuật phần mềm nâng cao, An toàn thông tin, Triết học Mác-Lênin, DevOps và CI/CD, Phân tích và thiết kế hệ thống, Phát triển game, Lập trình web nâng cao, Phát triển ứng dụng web","Phân tích dữ liệu, Robot học, DevOps, Cyber Security"
SV11330,Kế toán,9.2,"Kỹ năng mềm, Tin học cơ bản, Môn tự chọn 5, Môn tự chọn 3, Toán cao cấp, Thương mại điện tử, Kinh tế quốc tế, Giáo dục thể chất, Tài chính quốc tế, Kinh tế vi mô, Tư tưởng Hồ Chí Minh, Tiếng Anh chuyên ngành, Kinh tế phát triển, Môn tự chọn 8, Quản trị chiến lược, Quản trị kinh doanh, Môn tự chọn 2, Chuỗi cung ứng, Môn tự chọn 6, Môn tự chọn 1, Giáo dục quốc phòng - An ninh, Logistics, Tư duy logic và giải quyết vấn đề, Giải tích, Tài chính doanh nghiệp, Kinh tế vĩ mô, Kế toán tài chính, Xác suất thống kê, Kinh tế lượng, Triết học Mác-Lênin, Môn tự chọn 4, Môn tự chọn 9, Ngân hàng thương mại, Kế toán quản trị, Quản trị nhân sự, Môn tự chọn 11, Marketing số, Marketing cơ bản, Môn tự chọn 7, Môn tự chọn 10",Marketing số
SV11331,Ngôn ngữ Hàn Quốc,8.9,"Môn tự chọn 1, Dịch Hàn-Việt, Hangeul, Văn hóa Hàn Quốc, Từ vựng tiếng Hàn, Giáo dục thể chất, Môn tự chọn 7, Ngữ pháp tiếng Hàn, Tư tưởng Hồ Chí Minh, Môn tự chọn 13, Môn tự chọn 12, Môn tự chọn 2, Kỹ năng nghe nói tiếng Hàn, Môn tự chọn 11, Triết học Mác-Lênin, K-pop và văn hóa đại chúng Hàn, Tư duy logic và giải quyết vấn đề, Môn tự chọn 5, Giải tích, Môn tự chọn 8, Môn tự chọn 10, Lịch sử Hàn Quốc, Giáo dục quốc phòng - An ninh, Xác suất thống kê, Môn tự chọn 9, Tiếng Hàn thương mại, Tiếng Anh chuyên ngành, Kỹ năng mềm, Toán cao cấp, Môn tự chọn 3, Ngữ âm học tiếng Hàn, Tin học cơ bản, Môn tự chọn 4, Môn tự chọn 6","Khiêu vũ, Kinh doanh quốc tế, Big Data"
SV11332,Logistics và Quản lý chuỗi cung ứng,7.5,"Cơ sở dữ liệu, Cyber Security nâng cao, Học sâu, Phát triển game, Triết học Mác-Lênin, Quản lý dự án CNTT, An toàn thông tin, Giáo dục quốc phòng - An ninh, Mạng máy tính, Phát triển ứng dụng web, Xác suất thống kê, Phát triển ứng dụng di động, Phân tích và thiết kế hệ thống, Tư tưởng Hồ Chí Minh, Lập trình Java, Xử lý ngôn ngữ tự nhiên, Toán cao cấp, Tư duy logic và giải quyết vấn đề, An ninh mạng cơ bản, Lập trình di động iOS/Android, Trí tuệ nhân tạo, Kỹ thuật phần mềm nâng cao, Big Data và Hadoop, Hệ thống nhúng, Giải tích, Mật mã học, Internet of Things, Tin học cơ bản, Học máy, Lập trình web nâng cao, Lập trình hướng đối tượng, Hệ điều hành, Machine Learning với TensorFlow","Cyber Security, Blockchain"
SV11333,Báo chí,9.2,"Kiểm thử phần mềm, Phát triển game, Cấu trúc dữ liệu và Giải thuật, Học sâu, Lập trình di động iOS/Android, Quản lý dự án CNTT, Kỹ năng mềm, Phân tích và thiết kế hệ thống, Lập trình Java, Giải tích, Mạng máy tính, Hệ thống phân tán, Internet of Things, Toán cao cấp, Cyber Security nâng cao, Mật mã học, Lập trình web nâng cao, Trí tuệ nhân tạo, Thị giác máy tính","Phát triển ứng dụng di động, Khoa học dữ liệu, Machine Learning"
SV11334,Thương mại điện tử,7.8,"Phát triển game, Kỹ thuật phần mềm nâng cao, Quản lý dự án CNTT, Phát triển ứng dụng web, Trí tuệ nhân tạo, An ninh mạng cơ bản, Hệ thống phân tán, Tư duy logic và giải quyết vấn đề, Lập trình Python, Tư tưởng Hồ Chí Minh, Hệ thống nhúng, Big Data và Hadoop, Học sâu, Tin học cơ bản, Lập trình di động iOS/Android, Phát triển ứng dụng di động, Mật mã học, Machine Learning với TensorFlow, Cấu trúc dữ liệu và Giải thuật, Phát triển phần mềm doanh nghiệp, Giáo dục quốc phòng - An ninh, Kỹ năng mềm, Blockchain cơ bản, Xác suất thống kê, Giải tích","Phát triển web, Cloud Computing, Phát triển ứng dụng di động"
SV11335,Kỹ thuật điện,7.4,"Tư tưởng Hồ Chí Minh, Xử lý tín hiệu số, Giáo dục thể chất, Kỹ thuật vi mạch, Truyền thông quang, Kỹ thuật radar, Điện tử số, Điện tử công suất, Giáo dục quốc phòng - An ninh, Kỹ năng mềm, Triết học Mác-Lênin","Big Data, Phát triển ứng dụng di động, Trí tuệ nhân tạo, Phân tích dữ liệu"
SV11336,Quan hệ quốc tế,7.1,"Kỹ năng mềm, Kiểm thử phần mềm, Blockchain cơ bản, Lập trình Python, Cyber Security nâng cao, Tư duy logic và giải quyết vấn đề, An toàn thông tin, Toán cao cấp, Tư tưởng Hồ Chí Minh, Mạng máy tính, Phát triển phần mềm doanh nghiệp, DevOps và CI/CD, Cấu trúc dữ liệu và Giải thuật, Trí tuệ nhân tạo, Triết học Mác-Lênin, Machine Learning với TensorFlow, Phát triển game, Big Data và Hadoop, Hệ thống nhúng","Internet of Things, Blockchain"
SV11337,Công nghệ thông tin,7.4,"Big Data và Hadoop, Tiếng Anh chuyên ngành, Internet of Things, Lập trình web nâng cao, Học sâu, Lập trình di động iOS/Android, Giáo dục quốc phòng - An ninh, Quản lý dự án CNTT, Hệ thống phân tán, Toán cao cấp, Hệ điều hành, Xử lý ngôn ngữ tự nhiên, An ninh mạng cơ bản, Thiết kế giao diện người dùng, Phát triển game, Hệ thống nhúng, Phát triển phần mềm doanh nghiệp, Xác suất thống kê, Tin học cơ bản, Cyber Security nâng cao, Kỹ thuật phần mềm nâng cao, Kiểm thử phần mềm, Phân tích và thiết kế hệ thống, Phát triển ứng dụng web, Thị giác máy tính, Giáo dục thể chất, Học máy, Lập trình hướng đối tượng",Cloud Computing
SV11338,Công nghệ sinh học,7.3,"Môn tự chọn 1, Giáo dục thể chất, Thiết bị y tế, Tin học cơ bản, Môn tự chọn 5, Triết học Mác-Lênin, Tư tưởng Hồ Chí Minh, Sinh học phân tử, Công nghệ gen, Môn tự chọn 6, Môn tự chọn 4, Xác suất thống kê, Công nghệ nano y sinh, Toán cao cấp, Kỹ thuật tế bào, Môn tự chọn 3, Môn tự chọn 2, Giáo dục quốc phòng - An ninh, Giải tích, Kỹ thuật y sinh, Kỹ thuật mô sinh học, Hình ảnh y khoa, Tư duy logic và giải quyết vấn đề, Kỹ năng mềm, Vật liệu sinh học, Tiếng Anh chuyên ngành, Công nghệ sinh học ứng dụng","Internet of Things, Cyber Security, Phát triển ứng dụng di động"
